Comente,texto_sem_emojis,texto_sem_emojis_limpo
@suuh_24k2 eles devolveram seu dinheiro??,@suuh_24k2 eles devolveram seu dinheiro??,suuhk eles devolveram seu dinheiro
@_thatinhaaa eles devolveram seu dinheiro?,@_thatinhaaa eles devolveram seu dinheiro?,thatinhaaa eles devolveram seu dinheiro
"@janainaadoceria aconteceu isso comigo na sexta feira! mandei mensagem no chat e nd!! segunda feira 19:00 da noite me enviaram um email pedindo os dados e falaram que cancelaram e era irreversível, porém tinha até 7 dias AINDA pra devolver! hj dia 07/05 ainda não me devolveram! to vivendo de miséria de ajuda dos outros. pq tenho dinheiro em conta mais a Nubank o melhor banco de todos bloqueiou sem nenhum motivo !","@janainaadoceria aconteceu isso comigo na sexta feira! mandei mensagem no chat e nd!! segunda feira 19:00 da noite me enviaram um email pedindo os dados e falaram que cancelaram e era irreversível, porém tinha até 7 dias AINDA pra devolver! hj dia 07/05 ainda não me devolveram! to vivendo de miséria de ajuda dos outros. pq tenho dinheiro em conta mais a Nubank o melhor banco de todos bloqueiou sem nenhum motivo !",janainaadoceria aconteceu isso comigo na sexta feira mandei mensagem no chat e nd segunda feira da noite me enviaram um email pedindo os dados e falaram que cancelaram e era irreversível porém tinha até dias pra devolver hj dia ainda não me devolveram to vivendo de miséria de ajuda dos outros pq tenho dinheiro em conta mais a ubank o melhor banco de todos bloqueiou sem nenhum motivo
Mim tira uma dúvida?,Mim tira uma dúvida?,im tira uma dúvida
"@nubank tá ok, problema já foi resolvido!","@nubank tá ok, problema já foi resolvido!",nubank tá ok problema já foi resolvido
"Campos Neto? Sério, Nubank? É de lascar... 🤦🏽‍♀️","Campos Neto? Sério, Nubank? É de lascar... woman_facepalming_medium_skin_tone",ampos eto ério ubank É de lascar womanfacepalmingmediumskintone
@beatriz_rodrigues.23 @nubank não!!! Esqueça,@beatriz_rodrigues.23 @nubank não!!! Esqueça,beatrizrodrigues nubank não squeça
"@janainaadoceria  ELES bloquearam meu dinheiro 02/05, e devolveram hj 07/05!! amém 🙏🏻","@janainaadoceria  ELES bloquearam meu dinheiro 02/05, e devolveram hj 07/05!! amém folded_hands_light_skin_tone",janainaadoceria bloquearam meu dinheiro e devolveram hj amém foldedhandslightskintone
"ELES bloquearam meu dinheiro 02/05, e devolveram hj 07/05!! amém 🙏🏻","ELES bloquearam meu dinheiro 02/05, e devolveram hj 07/05!! amém folded_hands_light_skin_tone",bloquearam meu dinheiro e devolveram hj amém foldedhandslightskintone
@nalvastss oi e aí eles pagaram to preocupada já não recebi retorno nenhum,@nalvastss oi e aí eles pagaram to preocupada já não recebi retorno nenhum,nalvastss oi e aí eles pagaram to preocupada já não recebi retorno nenhum
@jakeline_alvees você conseguiu sua conta de volta? Ou eles te baniram de ter uma conta Nubank?,@jakeline_alvees você conseguiu sua conta de volta? Ou eles te baniram de ter uma conta Nubank?,jakelinealvees você conseguiu sua conta de volta u eles te baniram de ter uma conta ubank
"eles devolveram meu dinheiro hoje!  consegui somente o dinheiro, a conta não. 
mais tbm depois dessa eu que não queria mais!","eles devolveram meu dinheiro hoje!  consegui somente o dinheiro, a conta não. 
mais tbm depois dessa eu que não queria mais!",eles devolveram meu dinheiro hoje consegui somente o dinheiro a conta não mais tbm depois dessa eu que não queria mais
@jakeline_alvees depois de quantos dias eles pediram a conta para reembolso? O meu bloqueio e cancelou hoje de manhã com valor em conta,@jakeline_alvees depois de quantos dias eles pediram a conta para reembolso? O meu bloqueio e cancelou hoje de manhã com valor em conta,jakelinealvees depois de quantos dias eles pediram a conta para reembolso meu bloqueio e cancelou hoje de manhã com valor em conta
"@nubank claro Nubank , as contas espera o prazo também ? As pessoas cobrando esperam também ? Decepcionada com esse banco bloqueia e cancela dinheiro do trabalhador brasileiro , aí quando fazem golpe com nossos dados não bloqueiam nada","@nubank claro Nubank , as contas espera o prazo também ? As pessoas cobrando esperam também ? Decepcionada com esse banco bloqueia e cancela dinheiro do trabalhador brasileiro , aí quando fazem golpe com nossos dados não bloqueiam nada",nubank claro ubank as contas espera o prazo também s pessoas cobrando esperam também ecepcionada com esse banco bloqueia e cancela dinheiro do trabalhador brasileiro aí quando fazem golpe com nossos dados não bloqueiam nada
@,@,
"não auxiliam mesmo! tem uma empresa, a @unicainstancia , q tem ajudado diversos clientes com problemas com a nubank, dá uma olhada no site deles pq pode ser q sirva pra vc tbm","não auxiliam mesmo! tem uma empresa, a @unicainstancia , q tem ajudado diversos clientes com problemas com a nubank, dá uma olhada no site deles pq pode ser q sirva pra vc tbm",não auxiliam mesmo tem uma empresa a unicainstancia q tem ajudado diversos clientes com problemas com a nubank dá uma olhada no site deles pq pode ser q sirva pra vc tbm
@nubank estou aguardando uma resposta de vocês @nubank,@nubank estou aguardando uma resposta de vocês @nubank,nubank estou aguardando uma resposta de vocês nubank
@stellaamandalira nao recebi,@stellaamandalira nao recebi,stellaamandalira nao recebi
Nao recebi,Nao recebi,ao recebi
"Hoje 23:51 hrs do dia 7, e não devolveram o meu dinheiro, desde do dia 22 de abril esperando...hoje liguei na oividoria falarma pra esperar até dia 9...só piora.","Hoje 23:51 hrs do dia 7, e não devolveram o meu dinheiro, desde do dia 22 de abril esperando...hoje liguei na oividoria falarma pra esperar até dia 9...só piora.",oje hrs do dia e não devolveram o meu dinheiro desde do dia de abril esperandohoje liguei na oividoria falarma pra esperar até dia só piora
"ACHEI QUE ERA SO COMIGO E PERCEBI QUE NAO, VOCES SIMPLESMENTE BLOQUEARAM A MINHA CONTA, LEVEI SABE QUANTOS DIAS PARA ARRECADAR DINHEIRO DA SAUDE DA MINHA BEBE COM BRONQUIOLITE?? SABE OQUE TA ACONTECENDO CM MINHA BEBE, APOS EU CONSEGUIR O DINHEIRO VOCÊS BLOQUEARAM A CONTA E SO MANDA EMAIL EMAIL E NADA, MAIS SO VOU DEIXA UM RECADO EU TINHA ATE AS 7 DA MANHA DE HOJE PRA MANDA DINHEIRO E A VIDA DA MINHA BEBE E A SAUDE DELA EM JOGO MAIS PODE TER CERTEZA QUE O PROCESSO VAI TER !!! ORE PRA QUE NADA ACONTECA PORQUE EU LUTEI CHOREI SO EU SEI OQUE PASSEI PRA CONSEGUIR O DINHEIRO PORQUE O SUS E DIFICIL , ORE ! PORQUE E UMA BEBE ELA TEM 1 ANOOOOO , E VOCES SIMPLESMENTE BLOQUEARAM E ATE AGORA NADA MAIS PODE TER CTZAAAA QUE O PROCESSO VEM, E A SAUDE E A VIDA DELA EM JOGO !!!!!! CURTEM E REPOSTEM ISSO PORQUE O NUBANK COLOCO MAIS EM RISCO A VIDA DA MINHA BEBE DO QUE JA TA!!!!!!","ACHEI QUE ERA SO COMIGO E PERCEBI QUE NAO, VOCES SIMPLESMENTE BLOQUEARAM A MINHA CONTA, LEVEI SABE QUANTOS DIAS PARA ARRECADAR DINHEIRO DA SAUDE DA MINHA BEBE COM BRONQUIOLITE?? SABE OQUE TA ACONTECENDO CM MINHA BEBE, APOS EU CONSEGUIR O DINHEIRO VOCÊS BLOQUEARAM A CONTA E SO MANDA EMAIL EMAIL E NADA, MAIS SO VOU DEIXA UM RECADO EU TINHA ATE AS 7 DA MANHA DE HOJE PRA MANDA DINHEIRO E A VIDA DA MINHA BEBE E A SAUDE DELA EM JOGO MAIS PODE TER CERTEZA QUE O PROCESSO VAI TER !!! ORE PRA QUE NADA ACONTECA PORQUE EU LUTEI CHOREI SO EU SEI OQUE PASSEI PRA CONSEGUIR O DINHEIRO PORQUE O SUS E DIFICIL , ORE ! PORQUE E UMA BEBE ELA TEM 1 ANOOOOO , E VOCES SIMPLESMENTE BLOQUEARAM E ATE AGORA NADA MAIS PODE TER CTZAAAA QUE O PROCESSO VEM, E A SAUDE E A VIDA DELA EM JOGO !!!!!! CURTEM E REPOSTEM ISSO PORQUE O NUBANK COLOCO MAIS EM RISCO A VIDA DA MINHA BEBE DO QUE JA TA!!!!!!",Ê
@henrypro77 eles colocaram a vida d minha bebê em jogo cm bronquiolite arrecade dinheiro e quando consegui bloquearam e a vida dela a saúde dela em jogo ela é uma bebê de 1 anooo,@henrypro77 eles colocaram a vida d minha bebê em jogo cm bronquiolite arrecade dinheiro e quando consegui bloquearam e a vida dela a saúde dela em jogo ela é uma bebê de 1 anooo,henrypro eles colocaram a vida d minha bebê em jogo cm bronquiolite arrecade dinheiro e quando consegui bloquearam e a vida dela a saúde dela em jogo ela é uma bebê de anooo
@nubank estou aguardando uma resposta vocês pararam de responder 😢,@nubank estou aguardando uma resposta vocês pararam de responder crying_face,nubank estou aguardando uma resposta vocês pararam de responder cryingface
"A experiência do Pix está horrível, notei que tem uma etapa à mais, não gostei!","A experiência do Pix está horrível, notei que tem uma etapa à mais, não gostei!",experiência do ix está horrível notei que tem uma etapa à mais não gostei
"@nubank sim, mas eu informei que cheguei até um parte do empréstimo porém na hora gerar o contrato deu erro, vocês estão informando que não confirmei vou procurar um advogado ou alguém que possa me ajudar estou pagando um de mais de 400 por algo que não utilizei!","@nubank sim, mas eu informei que cheguei até um parte do empréstimo porém na hora gerar o contrato deu erro, vocês estão informando que não confirmei vou procurar um advogado ou alguém que possa me ajudar estou pagando um de mais de 400 por algo que não utilizei!",nubank sim mas eu informei que cheguei até um parte do empréstimo porém na hora gerar o contrato deu erro vocês estão informando que não confirmei vou procurar um advogado ou alguém que possa me ajudar estou pagando um de mais de por algo que não utilizei
"@nubank nenhum responsável consegue me ligar pra responder entender o meu problema, é a última vez que tento com vocês se não prefiro procurar a justiça é muita pilantragem e safadeza de vocês, como tiver que pegar dinheiro em outra instituição por algo que nem usei vou vou ter que pagar por mais de 400 juros estão de safadeza @nubank","@nubank nenhum responsável consegue me ligar pra responder entender o meu problema, é a última vez que tento com vocês se não prefiro procurar a justiça é muita pilantragem e safadeza de vocês, como tiver que pegar dinheiro em outra instituição por algo que nem usei vou vou ter que pagar por mais de 400 juros estão de safadeza @nubank",nubank nenhum responsável consegue me ligar pra responder entender o meu problema é a última vez que tento com vocês se não prefiro procurar a justiça é muita pilantragem e safadeza de vocês como tiver que pegar dinheiro em outra instituição por algo que nem usei vou vou ter que pagar por mais de juros estão de safadeza nubank
@nubank hj fechou 3 dias seguimos sem nenhum retorno,@nubank hj fechou 3 dias seguimos sem nenhum retorno,nubank hj fechou dias seguimos sem nenhum retorno
@nubank não chegou nada em absolutamente lugar nenhu,@nubank não chegou nada em absolutamente lugar nenhu,nubank não chegou nada em absolutamente lugar nenhu
Quando vão abrir uma agência? Ja imagino tudo roxo 🟣💜,Quando vão abrir uma agência? Ja imagino tudo roxo purple_circlepurple_heart,uando vão abrir uma agência a imagino tudo roxo purplecirclepurpleheart
"@myrelelps eles devolveram para empresa que trabalho o dinheiro, mas ainda tem coisa lá, mas eles simplesmente sem nenhuma justificativa cancelaram minha conta","@myrelelps eles devolveram para empresa que trabalho o dinheiro, mas ainda tem coisa lá, mas eles simplesmente sem nenhuma justificativa cancelaram minha conta",myrelelps eles devolveram para empresa que trabalho o dinheiro mas ainda tem coisa lá mas eles simplesmente sem nenhuma justificativa cancelaram minha conta
