Comente,texto_sem_emojis,texto_sem_emojis_limpo,texto_final_en
"@nubank estou tentando resolver um problema e ninguém me ajuda! Minha conta foi cancelada, mas ficou um saldo positivo de R$ 899,90 no cartão de crédito que a empresa se recusa a devolver. Mesmo com faturas parceladas, o valor não pode ser retido dessa forma.
Já falei com o atendimento e com a ouvidoria, mas ninguém resolveu. Isso é desrespeito com o consumidor e fere o Código de Defesa do Consumidor.
Exijo a devolução do meu dinheiro! Já enviei meus dados pelos canais oficiais. Se não resolverem, vou procurar o Procon, Banco Central e entrar com ação judicial.
Aguardo uma resposta urgente!","@nubank estou tentando resolver um problema e ninguém me ajuda! Minha conta foi cancelada, mas ficou um saldo positivo de R$ 899,90 no cartão de crédito que a empresa se recusa a devolver. Mesmo com faturas parceladas, o valor não pode ser retido dessa forma.
Já falei com o atendimento e com a ouvidoria, mas ninguém resolveu. Isso é desrespeito com o consumidor e fere o Código de Defesa do Consumidor.
Exijo a devolução do meu dinheiro! Já enviei meus dados pelos canais oficiais. Se não resolverem, vou procurar o Procon, Banco Central e entrar com ação judicial.
Aguardo uma resposta urgente!",nubank estou tentando resolver um problema e ninguém me ajuda inha conta foi cancelada mas ficou um saldo positivo de no cartão de crédito que a empresa se recusa a devolver esmo com faturas parceladas o valor não pode ser retido dessa forma á falei com o atendimento e com a ouvidoria mas ninguém resolveu sso é desrespeito com o consumidor e fere o ódigo de efesa do onsumidor xijo a devolução do meu dinheiro á enviei meus dados pelos canais oficiais e não resolverem vou procurar o rocon anco entral e entrar com ação judicial guardo uma resposta urgente,Nubank I'm trying to solve a problem and no one helps me account was canceled but it was a positive balance of the credit card that the company refuses to give back with installment invoices the value can not be retained in this way I spoke with the service and the ombudsman but no one resolved is disrespect with the consumer and hurts the eferser's eferser. Officers and not resolve I will look for the entrepreneur and entering a lawsuit I keep an urgent response
"@gomes25_ma infelizmente aqui na minha cidade o procon não está resolvendo nada. Registre sim no BC, pelo jeito será somente por ação judicial.","@gomes25_ma infelizmente aqui na minha cidade o procon não está resolvendo nada. Registre sim no BC, pelo jeito será somente por ação judicial.",gomesma infelizmente aqui na minha cidade o procon não está resolvendo nada egistre sim no pelo jeito será somente por ação judicial,Gomesma Unfortunately here in my city Procon is not solving anything Egistre yes in the way it will only be by lawsuit
"Acho que sim já acionei os advogados, Estou com mais de 70mil presos nas caixinha do nubank... Banco digital e só dor de cabeça!","Acho que sim já acionei os advogados, Estou com mais de 70mil presos nas caixinha do nubank... Banco digital e só dor de cabeça!",cho que sim já acionei os advogados stou com mais de mil presos nas caixinha do nubank anco digital e só dor de cabeça,Cho that yes I already triggered the lawyers sou with over a thousand prisoners in the box of Nubank Digital Anco and only headache
@nubank já fiz tudo isso e mesmo assim não obtive resposta.,@nubank já fiz tudo isso e mesmo assim não obtive resposta.,nubank já fiz tudo isso e mesmo assim não obtive resposta,Nubank I've done all this and yet I didn't get an answer
"@nubank Já encaminhei o ocorrido pro BC, ainda não fiz BO  e não provoquei o judiciário porque aguardo resposta. Alerto que meus documentos e biometria estão em posse desse Banco que se responsabiliza objetivamente por qualquer dano e/ou fraude superveniente.","@nubank Já encaminhei o ocorrido pro BC, ainda não fiz BO  e não provoquei o judiciário porque aguardo resposta. Alerto que meus documentos e biometria estão em posse desse Banco que se responsabiliza objetivamente por qualquer dano e/ou fraude superveniente.",nubank á encaminhei o ocorrido pro ainda não fiz e não provoquei o judiciário porque aguardo resposta lerto que meus documentos e biometria estão em posse desse anco que se responsabiliza objetivamente por qualquer dano eou fraude superveniente,Nubank I referred to what happened yet and I have not provoked the judiciary because I await a light response that my documents and biometrics are in possession of this horn that is objectively responsible for any damage and supervening fraud
"Em vez de investir em publicidade — algo que o Nubank não precisa no momento, especialmente diante da nova regra do Banco Central que pode impedir o uso de “bank” no nome —, seria mais interessante melhorar o Nucoin, que atualmente está sem utilidade prática. Os benefícios vivem esgotados, o que acaba desvalorizando a experiência dos clientes.","Em vez de investir em publicidade — algo que o Nubank não precisa no momento, especialmente diante da nova regra do Banco Central que pode impedir o uso de “bank” no nome —, seria mais interessante melhorar o Nucoin, que atualmente está sem utilidade prática. Os benefícios vivem esgotados, o que acaba desvalorizando a experiência dos clientes.",m vez de investir em publicidade algo que o ubank não precisa no momento especialmente diante da nova regra do anco entral que pode impedir o uso de bank no nome seria mais interessante melhorar o ucoin que atualmente está sem utilidade prática s benefícios vivem esgotados o que acaba desvalorizando a experiência dos clientes,Sometimes it is to invest in advertising something that Ubank does not need at the moment especially in the face of the new rule of entralnce that can prevent the use of Bank in the name it would be more interesting to improve the Ucoin that is currently utility practical benefits live exhausted which ends up devaluing the experience of customers.
"@nubank me deparei com uma notícia aqui agora sobre o fechamento do nubank aqui no Brasil pelo banco central, isso é verdade?? Eu Gosto muito do nubank, @nubank me deu a oportunidade de ter benefícios.","@nubank me deparei com uma notícia aqui agora sobre o fechamento do nubank aqui no Brasil pelo banco central, isso é verdade?? Eu Gosto muito do nubank, @nubank me deu a oportunidade de ter benefícios.",nubank me deparei com uma notícia aqui agora sobre o fechamento do nubank aqui no rasil pelo banco central isso é verdade u osto muito do nubank nubank me deu a oportunidade de ter benefícios,Nubank I came across news here now about Nubank's closure here at Rasil by the Central Bank this is true of Nubank Nubank gave me the opportunity to have benefits
Verificou se o app está atualizado na versão mais recente?,Verificou se o app está atualizado na versão mais recente?,erificou se o app está atualizado na versão mais recente,Erified if the app is up to date in the latest version
melhor banco💜,melhor bancopurple_heart,melhor bancopurpleheart,Best BancoPurpleheart
"@gostoxitacoxinha pode trocar, não confia! ele trata os clientes de qualquer jeito, ontem que veio me responder no email pra avisar que tem até 7 dias pra me estorna meu dinheiro, 7 dias kkk e uma graça né!  e minhas contas e minhas necessidades que preciso ter meu dinheiro! uma piada","@gostoxitacoxinha pode trocar, não confia! ele trata os clientes de qualquer jeito, ontem que veio me responder no email pra avisar que tem até 7 dias pra me estorna meu dinheiro, 7 dias kkk e uma graça né!  e minhas contas e minhas necessidades que preciso ter meu dinheiro! uma piada",gostoxitacoxinha pode trocar não confia ele trata os clientes de qualquer jeito ontem que veio me responder no email pra avisar que tem até dias pra me estorna meu dinheiro dias kkk e uma graça né e minhas contas e minhas necessidades que preciso ter meu dinheiro uma piada,Gostoxitacoxinha can change not trust he treats customers anyway yesterday who came to answer me in the email to warn that he has even days to reversal my money days kkk and a grace right and my accounts and my needs that I need to have my money a joke
"Olá! 
Está surgindo várias notícias a respeito de vocês, que vão parar de funcionar, que estão falindo. 
Várias pessoas da minha família, encerraram conta por conta disso.
Gostaria de saber se é verdade, se podem se posicionar.","Olá! 
Está surgindo várias notícias a respeito de vocês, que vão parar de funcionar, que estão falindo. 
Várias pessoas da minha família, encerraram conta por conta disso.
Gostaria de saber se é verdade, se podem se posicionar.",lá stá surgindo várias notícias a respeito de vocês que vão parar de funcionar que estão falindo árias pessoas da minha família encerraram conta por conta disso ostaria de saber se é verdade se podem se posicionar,There are a lot of news about you that will stop working that are bankrupt people in my family ended up because of that I would have to know if it is true if they can position themselves
Demora muito prá vocês liberar o limites adicionais?,Demora muito prá vocês liberar o limites adicionais?,emora muito prá vocês liberar o limites adicionais,emora a lot for you to release the additional limits
@nubank e aí @nubank cadê meu dinheiro? Vamos ter que resolver isso na justiça?,@nubank e aí @nubank cadê meu dinheiro? Vamos ter que resolver isso na justiça?,nubank e aí nubank cadê meu dinheiro amos ter que resolver isso na justiça,Nubank And then Nubank Where's my money to have to solve this in court
@bea.asasdopassaro,@bea.asasdopassaro,beaasasdopassaro,beaasasdopassaro
"@nubank mas ja passaram 10 vezes pro time especialista , sempre a mesma coisa . Me mandam o id de transferência recebida . Eu vou responder sim na DM , mas é a última vez que tento resolver com vocês . Estou com tudo pronto pra mover a ação , não tenho mais saúde pra isso não .","@nubank mas ja passaram 10 vezes pro time especialista , sempre a mesma coisa . Me mandam o id de transferência recebida . Eu vou responder sim na DM , mas é a última vez que tento resolver com vocês . Estou com tudo pronto pra mover a ação , não tenho mais saúde pra isso não .",nubank mas ja passaram vezes pro time especialista sempre a mesma coisa e mandam o id de transferência recebida u vou responder sim na mas é a última vez que tento resolver com vocês stou com tudo pronto pra mover a ação não tenho mais saúde pra isso não,Nubank but have already passed the expert team always the same thing and send the transfer ID received U I will answer yes in but this is the last time I try to solve you with all ready to move the action I have no health for that no
@gostoxitacoxinha faça isso antes de se arrepender ou ser lesado como estou sendo !!! R$1400 que ninguém explica onde foi parar !!!,@gostoxitacoxinha faça isso antes de se arrepender ou ser lesado como estou sendo !!! R$1400 que ninguém explica onde foi parar !!!,gostoxitacoxinha faça isso antes de se arrepender ou ser lesado como estou sendo que ninguém explica onde foi parar,Gostoxitacoxinha do this before regret or being injured as I am being no one explains where it went
Meu cartão brogueada com meu dinheiro,Meu cartão brogueada com meu dinheiro,eu cartão brogueada com meu dinheiro,I Card Brook with my money
Tá saindo uma notícia que sistema vai para de funcionar é verdade?,Tá saindo uma notícia que sistema vai para de funcionar é verdade?,á saindo uma notícia que sistema vai para de funcionar é verdade,leaving news that system goes stop working is true
@dimaslucio91 sim tá tudo certinho 🥺,@dimaslucio91 sim tá tudo certinho pleading_face,dimaslucio sim tá tudo certinho pleadingface,dimaslucio yes everything is right pleatingface
